Producer Price Index item,Month of forecast,Year of forecast,Year being forecast,Attribute,Forecast percent change
Wholesale poultry,9,2016,2017,Lower bound of forecast range,1
Wholesale poultry,9,2016,2017,Upper bound of forecast range,2
Wholesale poultry,10,2016,2017,Lower bound of forecast range,1
Wholesale poultry,10,2016,2017,Upper bound of forecast range,2
Wholesale poultry,11,2016,2017,Lower bound of forecast range,1
Wholesale poultry,11,2016,2017,Upper bound of forecast range,2
Wholesale poultry,12,2016,2017,Lower bound of forecast range,1
Wholesale poultry,12,2016,2017,Upper bound of forecast range,2
Wholesale poultry,1,2017,2017,Lower bound of forecast range,1
Wholesale poultry,1,2017,2017,Upper bound of forecast range,2
Wholesale poultry,2,2017,2017,Lower bound of forecast range,1
Wholesale poultry,2,2017,2017,Upper bound of forecast range,2
Wholesale poultry,3,2017,2017,Lower bound of forecast range,1
Wholesale poultry,3,2017,2017,Upper bound of forecast range,2
Wholesale poultry,4,2017,2017,Lower bound of forecast range,1
Wholesale poultry,4,2017,2017,Upper bound of forecast range,2
Wholesale poultry,5,2017,2017,Lower bound of forecast range,1
Wholesale poultry,5,2017,2017,Upper bound of forecast range,2
Wholesale poultry,6,2017,2017,Lower bound of forecast range,1
Wholesale poultry,6,2017,2017,Upper bound of forecast range,2
Wholesale poultry,7,2017,2017,Lower bound of forecast range,3
Wholesale poultry,7,2017,2017,Upper bound of forecast range,4
Wholesale poultry,8,2017,2017,Lower bound of forecast range,3
Wholesale poultry,8,2017,2017,Upper bound of forecast range,4
Wholesale poultry,9,2017,2017,Lower bound of forecast range,3
Wholesale poultry,9,2017,2017,Upper bound of forecast range,4
Wholesale poultry,10,2017,2017,Lower bound of forecast range,2.5
Wholesale poultry,10,2017,2017,Upper bound of forecast range,3.5
Wholesale poultry,11,2017,2017,Lower bound of forecast range,2
Wholesale poultry,11,2017,2017,Upper bound of forecast range,3
Wholesale poultry,12,2017,2017,Lower bound of forecast range,1.5
Wholesale poultry,12,2017,2017,Upper bound of forecast range,2.5
Farm-level eggs,7,2016,2017,Lower bound of forecast range,-10
Farm-level eggs,7,2016,2017,Upper bound of forecast range,-9
Farm-level eggs,8,2016,2017,Lower bound of forecast range,-1
Farm-level eggs,8,2016,2017,Upper bound of forecast range,0
Farm-level eggs,9,2016,2017,Lower bound of forecast range,-10
Farm-level eggs,9,2016,2017,Upper bound of forecast range,-9
Farm-level eggs,10,2016,2017,Lower bound of forecast range,-6.5
Farm-level eggs,10,2016,2017,Upper bound of forecast range,-5.5
Farm-level eggs,11,2016,2017,Lower bound of forecast range,-12
Farm-level eggs,11,2016,2017,Upper bound of forecast range,-11
Farm-level eggs,12,2016,2017,Lower bound of forecast range,-16
Farm-level eggs,12,2016,2017,Upper bound of forecast range,-15
Farm-level eggs,1,2017,2017,Lower bound of forecast range,-25
Farm-level eggs,1,2017,2017,Upper bound of forecast range,-24
Farm-level eggs,2,2017,2017,Lower bound of forecast range,-5
Farm-level eggs,2,2017,2017,Upper bound of forecast range,-4
Farm-level eggs,3,2017,2017,Lower bound of forecast range,-6.5
Farm-level eggs,3,2017,2017,Upper bound of forecast range,-5.5
Farm-level eggs,4,2017,2017,Lower bound of forecast range,-5.5
Farm-level eggs,4,2017,2017,Upper bound of forecast range,-4.5
Farm-level eggs,5,2017,2017,Lower bound of forecast range,2
Farm-level eggs,5,2017,2017,Upper bound of forecast range,3
Farm-level eggs,6,2017,2017,Lower bound of forecast range,0
Farm-level eggs,6,2017,2017,Upper bound of forecast range,1
Farm-level eggs,7,2017,2017,Lower bound of forecast range,0
Farm-level eggs,7,2017,2017,Upper bound of forecast range,1
Farm-level eggs,8,2017,2017,Lower bound of forecast range,0
Farm-level eggs,8,2017,2017,Upper bound of forecast range,1
Farm-level eggs,9,2017,2017,Lower bound of forecast range,3
Farm-level eggs,9,2017,2017,Upper bound of forecast range,4
Farm-level eggs,10,2017,2017,Lower bound of forecast range,17.5
Farm-level eggs,10,2017,2017,Upper bound of forecast range,18.5
Farm-level eggs,11,2017,2017,Lower bound of forecast range,20
Farm-level eggs,11,2017,2017,Upper bound of forecast range,21
Farm-level eggs,12,2017,2017,Lower bound of forecast range,28
Farm-level eggs,12,2017,2017,Upper bound of forecast range,29
Farm-level milk,7,2016,2017,Lower bound of forecast range,-0.5
Farm-level milk,7,2016,2017,Upper bound of forecast range,0.5
Farm-level milk,8,2016,2017,Lower bound of forecast range,-0.5
Farm-level milk,8,2016,2017,Upper bound of forecast range,0.5
Farm-level milk,9,2016,2017,Lower bound of forecast range,1.5
Farm-level milk,9,2016,2017,Upper bound of forecast range,2.5
Farm-level milk,10,2016,2017,Lower bound of forecast range,1.5
Farm-level milk,10,2016,2017,Upper bound of forecast range,2.5
Farm-level milk,11,2016,2017,Lower bound of forecast range,7.5
Farm-level milk,11,2016,2017,Upper bound of forecast range,8.5
Farm-level milk,12,2016,2017,Lower bound of forecast range,2
Farm-level milk,12,2016,2017,Upper bound of forecast range,3
Farm-level milk,1,2017,2017,Lower bound of forecast range,4
Farm-level milk,1,2017,2017,Upper bound of forecast range,5
Farm-level milk,2,2017,2017,Lower bound of forecast range,7
Farm-level milk,2,2017,2017,Upper bound of forecast range,8
Farm-level milk,3,2017,2017,Lower bound of forecast range,7
Farm-level milk,3,2017,2017,Upper bound of forecast range,8
Farm-level milk,4,2017,2017,Lower bound of forecast range,7
Farm-level milk,4,2017,2017,Upper bound of forecast range,8
Farm-level milk,5,2017,2017,Lower bound of forecast range,7
Farm-level milk,5,2017,2017,Upper bound of forecast range,8
Farm-level milk,6,2017,2017,Lower bound of forecast range,7
Farm-level milk,6,2017,2017,Upper bound of forecast range,8
Farm-level milk,7,2017,2017,Lower bound of forecast range,7
Farm-level milk,7,2017,2017,Upper bound of forecast range,8
Farm-level milk,8,2017,2017,Lower bound of forecast range,9
Farm-level milk,8,2017,2017,Upper bound of forecast range,10
Farm-level milk,9,2017,2017,Lower bound of forecast range,9
Farm-level milk,9,2017,2017,Upper bound of forecast range,10
Farm-level milk,10,2017,2017,Lower bound of forecast range,9
Farm-level milk,10,2017,2017,Upper bound of forecast range,10
Farm-level milk,11,2017,2017,Lower bound of forecast range,9
Farm-level milk,11,2017,2017,Upper bound of forecast range,10
Farm-level milk,12,2017,2017,Lower bound of forecast range,9
Farm-level milk,12,2017,2017,Upper bound of forecast range,10
Wholesale dairy,7,2016,2017,Lower bound of forecast range,1
Wholesale dairy,7,2016,2017,Upper bound of forecast range,2
Wholesale dairy,8,2016,2017,Lower bound of forecast range,1
Wholesale dairy,8,2016,2017,Upper bound of forecast range,2
Wholesale dairy,9,2016,2017,Lower bound of forecast range,1
Wholesale dairy,9,2016,2017,Upper bound of forecast range,2
Wholesale dairy,10,2016,2017,Lower bound of forecast range,1
Wholesale dairy,10,2016,2017,Upper bound of forecast range,2
Wholesale dairy,11,2016,2017,Lower bound of forecast range,1
Wholesale dairy,11,2016,2017,Upper bound of forecast range,2
Wholesale dairy,12,2016,2017,Lower bound of forecast range,1
Wholesale dairy,12,2016,2017,Upper bound of forecast range,2
Wholesale dairy,1,2017,2017,Lower bound of forecast range,3
Wholesale dairy,1,2017,2017,Upper bound of forecast range,4
Wholesale dairy,2,2017,2017,Lower bound of forecast range,4
Wholesale dairy,2,2017,2017,Upper bound of forecast range,5
Wholesale dairy,3,2017,2017,Lower bound of forecast range,4
Wholesale dairy,3,2017,2017,Upper bound of forecast range,5
Wholesale dairy,4,2017,2017,Lower bound of forecast range,3
Wholesale dairy,4,2017,2017,Upper bound of forecast range,4
Wholesale dairy,5,2017,2017,Lower bound of forecast range,2.5
Wholesale dairy,5,2017,2017,Upper bound of forecast range,3.5
Wholesale dairy,6,2017,2017,Lower bound of forecast range,2.5
Wholesale dairy,6,2017,2017,Upper bound of forecast range,3.5
Wholesale dairy,7,2017,2017,Lower bound of forecast range,2.5
Wholesale dairy,7,2017,2017,Upper bound of forecast range,3.5
Wholesale dairy,8,2017,2017,Lower bound of forecast range,3
Wholesale dairy,8,2017,2017,Upper bound of forecast range,4
Wholesale dairy,9,2017,2017,Lower bound of forecast range,3
Wholesale dairy,9,2017,2017,Upper bound of forecast range,4
Wholesale dairy,10,2017,2017,Lower bound of forecast range,4.5
Wholesale dairy,10,2017,2017,Upper bound of forecast range,5.5
Wholesale dairy,11,2017,2017,Lower bound of forecast range,4.5
Wholesale dairy,11,2017,2017,Upper bound of forecast range,5.5
Wholesale dairy,12,2017,2017,Lower bound of forecast range,4.5
Wholesale dairy,12,2017,2017,Upper bound of forecast range,5.5
Farm-level soybeans,7,2016,2017,Lower bound of forecast range,4
Farm-level soybeans,7,2016,2017,Upper bound of forecast range,5
Farm-level soybeans,8,2016,2017,Lower bound of forecast range,4
Farm-level soybeans,8,2016,2017,Upper bound of forecast range,5
Farm-level soybeans,9,2016,2017,Lower bound of forecast range,2
Farm-level soybeans,9,2016,2017,Upper bound of forecast range,3
Farm-level soybeans,10,2016,2017,Lower bound of forecast range,2
Farm-level soybeans,10,2016,2017,Upper bound of forecast range,3
Farm-level soybeans,11,2016,2017,Lower bound of forecast range,1
Farm-level soybeans,11,2016,2017,Upper bound of forecast range,2
Farm-level soybeans,12,2016,2017,Lower bound of forecast range,1
Farm-level soybeans,12,2016,2017,Upper bound of forecast range,2
Farm-level soybeans,1,2017,2017,Lower bound of forecast range,1
Farm-level soybeans,1,2017,2017,Upper bound of forecast range,2
Farm-level soybeans,2,2017,2017,Lower bound of forecast range,1
Farm-level soybeans,2,2017,2017,Upper bound of forecast range,2
Farm-level soybeans,3,2017,2017,Lower bound of forecast range,3
Farm-level soybeans,3,2017,2017,Upper bound of forecast range,4
Farm-level soybeans,4,2017,2017,Lower bound of forecast range,3
Farm-level soybeans,4,2017,2017,Upper bound of forecast range,4
Farm-level soybeans,5,2017,2017,Lower bound of forecast range,0
Farm-level soybeans,5,2017,2017,Upper bound of forecast range,1
Farm-level soybeans,6,2017,2017,Lower bound of forecast range,-0.5
Farm-level soybeans,6,2017,2017,Upper bound of forecast range,0.5
Farm-level soybeans,7,2017,2017,Lower bound of forecast range,-0.5
Farm-level soybeans,7,2017,2017,Upper bound of forecast range,0.5
Farm-level soybeans,8,2017,2017,Lower bound of forecast range,-0.5
Farm-level soybeans,8,2017,2017,Upper bound of forecast range,0.5
Farm-level soybeans,9,2017,2017,Lower bound of forecast range,-0.5
Farm-level soybeans,9,2017,2017,Upper bound of forecast range,0.5
Farm-level soybeans,10,2017,2017,Lower bound of forecast range,-3
Farm-level soybeans,10,2017,2017,Upper bound of forecast range,-2
Farm-level soybeans,11,2017,2017,Lower bound of forecast range,-2
Farm-level soybeans,11,2017,2017,Upper bound of forecast range,-1
Farm-level soybeans,12,2017,2017,Lower bound of forecast range,-2
Farm-level soybeans,12,2017,2017,Upper bound of forecast range,-1
Wholesale fats and oils,7,2016,2017,Lower bound of forecast range,1.5
Wholesale fats and oils,7,2016,2017,Upper bound of forecast range,2.5
Wholesale fats and oils,8,2016,2017,Lower bound of forecast range,1.5
Wholesale fats and oils,8,2016,2017,Upper bound of forecast range,2.5
Wholesale fats and oils,9,2016,2017,Lower bound of forecast range,1.5
Wholesale fats and oils,9,2016,2017,Upper bound of forecast range,2.5
Wholesale fats and oils,10,2016,2017,Lower bound of forecast range,1.5
Wholesale fats and oils,10,2016,2017,Upper bound of forecast range,2.5
Wholesale fats and oils,11,2016,2017,Lower bound of forecast range,0
Wholesale fats and oils,11,2016,2017,Upper bound of forecast range,1
Wholesale fats and oils,12,2016,2017,Lower bound of forecast range,0
Wholesale fats and oils,12,2016,2017,Upper bound of forecast range,1
Wholesale fats and oils,1,2017,2017,Lower bound of forecast range,0
Wholesale fats and oils,1,2017,2017,Upper bound of forecast range,1
Wholesale fats and oils,2,2017,2017,Lower bound of forecast range,0
Wholesale fats and oils,2,2017,2017,Upper bound of forecast range,1
Wholesale fats and oils,3,2017,2017,Lower bound of forecast range,0
Wholesale fats and oils,3,2017,2017,Upper bound of forecast range,1
Wholesale fats and oils,4,2017,2017,Lower bound of forecast range,2
Wholesale fats and oils,4,2017,2017,Upper bound of forecast range,3
Wholesale fats and oils,5,2017,2017,Lower bound of forecast range,2
Wholesale fats and oils,5,2017,2017,Upper bound of forecast range,3
Wholesale fats and oils,6,2017,2017,Lower bound of forecast range,3
Wholesale fats and oils,6,2017,2017,Upper bound of forecast range,4
Wholesale fats and oils,7,2017,2017,Lower bound of forecast range,5
Wholesale fats and oils,7,2017,2017,Upper bound of forecast range,6
Wholesale fats and oils,8,2017,2017,Lower bound of forecast range,4
Wholesale fats and oils,8,2017,2017,Upper bound of forecast range,5
Wholesale fats and oils,9,2017,2017,Lower bound of forecast range,3
Wholesale fats and oils,9,2017,2017,Upper bound of forecast range,4
Wholesale fats and oils,10,2017,2017,Lower bound of forecast range,3
Wholesale fats and oils,10,2017,2017,Upper bound of forecast range,4
Wholesale fats and oils,11,2017,2017,Lower bound of forecast range,3
Wholesale fats and oils,11,2017,2017,Upper bound of forecast range,4
Wholesale fats and oils,12,2017,2017,Lower bound of forecast range,3
Wholesale fats and oils,12,2017,2017,Upper bound of forecast range,4
Farm-level fruits,7,2016,2017,Lower bound of forecast range,-6
Farm-level fruits,7,2016,2017,Upper bound of forecast range,-5
Farm-level fruits,8,2016,2017,Lower bound of forecast range,-6
Farm-level fruits,8,2016,2017,Upper bound of forecast range,-5
Farm-level fruits,9,2016,2017,Lower bound of forecast range,-6
Farm-level fruits,9,2016,2017,Upper bound of forecast range,-5
Farm-level fruits,10,2016,2017,Lower bound of forecast range,-6
Farm-level fruits,10,2016,2017,Upper bound of forecast range,-5
Farm-level fruits,11,2016,2017,Lower bound of forecast range,-6
Farm-level fruits,11,2016,2017,Upper bound of forecast range,-5
Farm-level fruits,12,2016,2017,Lower bound of forecast range,-6
Farm-level fruits,12,2016,2017,Upper bound of forecast range,-5
Farm-level fruits,1,2017,2017,Lower bound of forecast range,-8
Farm-level fruits,1,2017,2017,Upper bound of forecast range,-7
Farm-level fruits,2,2017,2017,Lower bound of forecast range,-8
Farm-level fruits,2,2017,2017,Upper bound of forecast range,-7
Farm-level fruits,3,2017,2017,Lower bound of forecast range,-8
Farm-level fruits,3,2017,2017,Upper bound of forecast range,-7
Farm-level fruits,4,2017,2017,Lower bound of forecast range,-8
Farm-level fruits,4,2017,2017,Upper bound of forecast range,-7
Farm-level fruits,5,2017,2017,Lower bound of forecast range,1
Farm-level fruits,5,2017,2017,Upper bound of forecast range,2
Farm-level fruits,6,2017,2017,Lower bound of forecast range,1
Farm-level fruits,6,2017,2017,Upper bound of forecast range,2
Farm-level fruits,7,2017,2017,Lower bound of forecast range,1
